delta_pose,ir
[ 0.000435  0.000030 -0.069813],	[ 0.058  0.452  0.071  0.060  0.296  0.249]
[ 0.000436  0.000014 -0.045173],	[ 0.060  0.429  0.057  0.058  0.253  0.263]
[ 0.000872  0.000020 -0.065707],	[ 0.061  0.429  0.069  0.058  0.279  0.249]
[ 0.000000 -0.000013 -0.049280],	[ 0.067  0.429  0.086  0.058  0.308  0.265]
[-0.000436 -0.000005 -0.020533],	[ 0.070  0.435  0.109  0.055  0.302  0.267]
[ 0.000436  0.000004 -0.020533],	[ 0.071  0.429  0.111  0.054  0.356  0.229]
[ 0.000000 -0.000002 -0.008213],	[ 0.067  0.435  0.132  0.055  0.321  0.241]
[-0.000000  0.000002 -0.008213],	[ 0.073  0.435  0.139  0.057  0.328  0.245]
[ 0.000000  0.000000  0.000000],	[ 0.074  0.429  0.127  0.058  0.356  0.231]
[ 0.000000  0.000000  0.000000],	[ 0.074  0.424  0.110  0.058  0.499  0.241]
[-0.000000  0.000002 -0.008213],	[ 0.075  0.476  0.086  0.058  0.395  0.235]
[-0.000436  0.000000 -0.012320],	[ 0.075  0.429  0.073  0.057  0.315  0.223]
[ 0.000436  0.000002 -0.012320],	[ 0.076  0.413  0.072  0.057  0.356  0.215]
[ 0.000000 -0.000004 -0.024640],	[ 0.077  0.435  0.072  0.058  0.268  0.231]
[ 0.000436  0.000014 -0.053387],	[ 0.084  0.408  0.035  0.059  0.321  0.235]
[ 0.001306  0.000070 -0.127306],	[ 0.091  0.369  0.024  0.067  0.412  0.342]
[ 0.000435  0.000039 -0.102666],	[ 0.133  0.331  0.010  0.074  0.689  0.307]
[ 0.001738  0.000120 -0.164266],	[ 0.163  0.275  0.005  0.043  0.784  0.311]
[ 0.001308  0.000036 -0.110880],	[ 0.216  0.252  0.002  0.127  0.421  0.316]
[ 0.000872  0.000047 -0.180693],	[ 0.177  0.222  0.005  0.077  0.387  0.324]
[ 0.000871  0.000054 -0.114986],	[ 0.331  0.194  0.009  0.051  0.632  0.354]
[ 0.000871  0.000045 -0.082133],	[ 0.285  0.169  0.013  0.048  0.767  0.353]
[ 0.000870  0.000061 -0.114986],	[ 0.282  0.146  0.023  0.040  1.147  0.354]
[ 0.000872  0.000032 -0.131413],	[ 0.301  0.166  0.039  0.038  0.619  0.290]
[ 0.001309  0.000027 -0.086240],	[ 0.307  0.201  0.051  0.026  0.139  0.292]
[-0.000436 -0.000009 -0.045173],	[ 0.321  0.207  0.056  0.025  0.328  0.180]
[-0.000000 -0.000005  0.000000],	[ 0.321  0.209  0.057  0.025  0.302  0.175]
[ 0.000436 -0.000009  0.012320],	[ 0.328  0.209  0.058  0.027  0.190  0.175]
[ 0.000000  0.000004  0.032853],	[ 0.307  0.207  0.055  0.027  0.230  0.263]
[ 0.000873 -0.000005  0.057493],	[ 0.314  0.188  0.048  0.032  0.150  0.330]
[-0.000873  0.000004  0.000000],	[ 0.310  0.203  0.045  0.031  0.348  0.326]
[ 0.000436  0.000007  0.004107],	[ 0.314  0.190  0.045  0.032  0.302  0.332]
[ 0.001745  0.000004 -0.008213],	[ 0.317  0.207  0.050  0.032  0.296  0.314]
[ 0.002182 -0.000004  0.004107],	[ 0.307  0.216  0.048  0.031  0.488  0.332]
[ 0.001309 -0.000002  0.004107],	[ 0.310  0.220  0.045  0.030  0.253  0.305]
[ 0.003054 -0.000007  0.004107],	[ 0.298  0.218  0.045  0.034  0.499  0.324]
[ 0.001745  0.000005  0.000000],	[ 0.301  0.225  0.045  0.033  0.835  0.273]
[ 0.002618 -0.000011  0.008213],	[ 0.269  0.218  0.046  0.034  1.077  0.300]
[ 0.001309  0.000002 -0.004107],	[ 0.294  0.227  0.046  0.033  1.171  0.271]
[ 0.002182 -0.000004  0.004107],	[ 0.294  0.227  0.047  0.034  0.421  0.251]
[ 0.002618  0.000000  0.000000],	[ 0.291  0.234  0.046  0.033  0.321  0.281]
[ 0.003927 -0.000002  0.004107],	[ 0.266  0.236  0.047  0.036  1.100  0.292]
[ 0.007854 -0.000034  0.008213],	[ 0.274  0.275  0.047  0.036  1.077  0.249]
[ 0.006981 -0.000000  0.000000],	[ 0.258  0.266  0.045  0.037  1.011  0.342]
[ 0.015271 -0.000138  0.020533],	[ 0.256  0.278  0.038  0.037  0.488  0.332]
[ 0.010036 -0.000041  0.004107],	[ 0.234  0.298  0.043  0.039  0.818  0.307]
[ 0.010908 -0.000022  0.004107],	[ 0.208  0.316  0.039  0.038  0.363  0.346]
[ 0.020507 -0.000108  0.012320],	[ 0.199  0.320  0.041  0.044  0.190  0.352]
[ 0.012653 -0.000070  0.012320],	[ 0.193  0.331  0.035  0.042  0.544  0.337]
[ 0.017889 -0.000102  0.012320],	[ 0.173  0.348  0.037  0.038  0.910  0.354]
[ 0.011781 -0.000023  0.004107],	[ 0.155  0.383  0.030  0.040  0.430  0.354]
[ 0.016144 -0.000097  0.012320],	[ 0.143  0.369  0.030  0.037  0.660  0.354]
[ 0.010472 -0.000043  0.008213],	[ 0.130  0.369  0.030  0.040  0.544  0.354]
[ 0.006109 -0.000005  0.000000],	[ 0.123  0.408  0.030  0.038  0.605  0.354]
[-0.000436  0.000005  0.004107],	[ 0.126  0.383  0.033  0.040  0.619  0.354]
[ 0.004363 -0.000000  0.000000],	[ 0.119  0.388  0.031  0.040  0.784  0.354]
[ 0.002618 -0.000011  0.008213],	[ 0.116  0.383  0.031  0.040  0.689  0.354]
[ 0.004363 -0.000014  0.008213],	[ 0.112  0.388  0.028  0.044  0.555  0.353]
[ 0.003054 -0.000004  0.004107],	[ 0.112  0.388  0.028  0.040  0.555  0.353]
[ 0.004363 -0.000030  0.016427],	[ 0.103  0.403  0.026  0.040  0.421  0.354]
[ 0.006108 -0.000043  0.016427],	[ 0.101  0.379  0.022  0.040  0.660  0.354]
[ 0.004363 -0.000000  0.000000],	[ 0.097  0.383  0.022  0.040  0.592  0.344]
[ 0.006981  0.000020 -0.008213],	[ 0.093  0.388  0.022  0.040  0.499  0.337]
[ 0.006109  0.000000  0.000000],	[ 0.085  0.403  0.023  0.038  0.646  0.340]
[ 0.008727 -0.000027  0.008213],	[ 0.076  0.408  0.020  0.039  0.499  0.330]
[ 0.006545 -0.000034  0.012320],	[ 0.069  0.429  0.018  0.038  0.478  0.312]
[ 0.000000 -0.000002  0.000000],	[ 0.064  0.403  0.019  0.039  0.592  0.312]
[ 0.000000 -0.000002 -0.016427],	[ 0.066  0.413  0.019  0.037  0.499  0.296]
[ 0.000000 -0.000002 -0.008213],	[ 0.066  0.403  0.021  0.038  0.521  0.296]
[ 0.000000  0.000000  0.000000],	[ 0.067  0.398  0.021  0.038  0.555  0.314]
[-0.000436 -0.000000 -0.004107],	[ 0.066  0.398  0.021  0.037  0.499  0.319]
[ 0.000436  0.000000 -0.004107],	[ 0.067  0.408  0.020  0.036  0.468  0.318]
[ 0.000000 -0.000002 -0.008213],	[ 0.061  0.383  0.022  0.033  0.510  0.314]
[ 0.000000 -0.000009 -0.032853],	[ 0.067  0.429  0.026  0.036  0.544  0.342]
[ 0.000437 -0.000002 -0.086240],	[ 0.071  0.429  0.038  0.026  0.605  0.354]
[ 0.000435  0.000032 -0.135520],	[ 0.078  0.429  0.050  0.025  0.412  0.354]
[ 0.000435  0.000025 -0.102666],	[ 0.081  0.446  0.060  0.017  0.285  0.354]
[ 0.000438 -0.000018 -0.143733],	[ 0.091  0.429  0.053  0.016  0.632  0.304]
[ 0.000873  0.000005 -0.073920],	[ 0.104  0.393  0.088  0.014  0.751  0.283]
[ 0.000001 -0.000014 -0.082133],	[ 0.114  0.298  0.096  0.017  0.395  0.271]
[-0.000872 -0.000025 -0.049280],	[ 0.132  0.335  0.059  0.019  0.605  0.265]
[-0.000436 -0.000011 -0.078026],	[ 0.142  0.291  0.031  0.020  0.532  0.257]
[-0.000000  0.000005 -0.106773],	[ 0.174  0.247  0.035  0.027  0.302  0.259]
[ 0.000436  0.000013 -0.078026],	[ 0.222  0.216  0.031  0.036  0.290  0.249]
[-0.000435 -0.000027 -0.127306],	[ 0.543  0.173  0.029  0.044  0.689  0.239]
[-0.000000 -0.000000 -0.090346],	[ 0.480  0.146  0.030  0.037  0.387  0.227]
[ 0.000000  0.000000 -0.131413],	[ 0.441  0.124  0.031  0.108  0.145  0.223]
[ 0.000000 -0.000011 -0.073920],	[ 0.452  0.117  0.035  0.098  0.175  0.219]
[-0.000871 -0.000045 -0.098560],	[ 0.436  0.092  0.043  0.069  0.230  0.211]
[ 0.000000 -0.000002 -0.049280],	[ 0.480  0.081  0.046  0.063  0.296  0.201]
[ 0.000000 -0.000011 -0.057493],	[ 0.504  0.080  0.050  0.061  0.235  0.209]
[ 0.000000  0.000000 -0.032853],	[ 0.536  0.084  0.052  0.061  0.253  0.191]
[ 0.000000 -0.000002 -0.016427],	[ 0.529  0.091  0.058  0.060  0.341  0.191]
[ 0.000436  0.000002  0.004107],	[ 0.578  0.091  0.059  0.058  0.348  0.193]
[ 0.001309 -0.000005  0.004107],	[ 0.556  0.090  0.061  0.059  0.321  0.195]
[ 0.000873 -0.000000  0.000000],	[ 0.556  0.091  0.058  0.061  0.356  0.195]
[ 0.000436 -0.000000  0.004107],	[ 0.563  0.094  0.060  0.061  0.421  0.195]
[ 0.000000  0.000000  0.000000],	[ 0.536  0.094  0.053  0.061  0.321  0.191]
[ 0.000873 -0.000002  0.000000],	[ 0.536  0.093  0.057  0.063  0.328  0.199]
[ 0.000000  0.000000  0.000000],	[ 0.529  0.093  0.049  0.064  0.356  0.201]
[ 0.000873  0.000002  0.000000],	[ 0.529  0.092  0.049  0.065  0.356  0.195]
[ 0.000436  0.000000  0.004107],	[ 0.543  0.111  0.048  0.065  0.348  0.195]
[ 0.001309  0.000002 -0.004107],	[ 0.550  0.097  0.049  0.067  0.348  0.195]
[ 0.001309  0.000002  0.004107],	[ 0.536  0.098  0.048  0.065  0.328  0.197]
[ 0.002182 -0.000004  0.004107],	[ 0.556  0.104  0.055  0.074  0.274  0.205]
[ 0.002618  0.000002  0.000000],	[ 0.543  0.106  0.054  0.080  0.244  0.209]
[ 0.002618 -0.000005  0.008213],	[ 0.543  0.111  0.052  0.070  0.321  0.207]
[ 0.003491  0.000005  0.000000],	[ 0.463  0.114  0.046  0.063  0.348  0.211]
[ 0.002182  0.000002  0.004107],	[ 0.510  0.118  0.050  0.060  0.328  0.207]
[ 0.002618 -0.000007  0.008213],	[ 0.463  0.124  0.052  0.062  0.356  0.209]
[ 0.002618 -0.000004  0.000000],	[ 0.510  0.125  0.051  0.061  0.321  0.207]
[ 0.006109 -0.000004  0.000000],	[ 0.498  0.129  0.050  0.058  0.321  0.211]
[ 0.006545  0.000014 -0.004107],	[ 0.486  0.199  0.052  0.060  0.421  0.217]
[ 0.013526 -0.000050  0.004107],	[ 0.492  0.172  0.053  0.060  0.308  0.215]
[ 0.011345 -0.000011  0.000000],	[ 0.468  0.197  0.052  0.062  0.356  0.223]
[ 0.011781 -0.000023  0.004107],	[ 0.452  0.218  0.047  0.056  0.296  0.233]
[ 0.020502  0.000412 -0.036960],	[ 0.397  0.247  0.050  0.055  0.302  0.237]
[ 0.014398  0.000136 -0.020533],	[ 0.463  0.302  0.051  0.055  0.308  0.241]
[ 0.023125  0.000090 -0.012320],	[ 0.446  0.335  0.056  0.055  0.285  0.239]
[ 0.023998  0.000018 -0.004107],	[ 0.416  0.361  0.086  0.051  0.328  0.243]
[ 0.016144 -0.000009 -0.004107],	[ 0.411  0.369  0.730  0.052  0.379  0.217]
[ 0.023562  0.000009  0.000000],	[ 0.358  0.388  0.491  0.051  0.279  0.237]
[ 0.014399 -0.000036  0.004107],	[ 0.354  0.374  0.396  0.055  0.268  0.249]
[ 0.019634 -0.000138  0.012320],	[ 0.317  0.398  0.418  0.053  0.328  0.241]
[ 0.017889 -0.000084  0.004107],	[ 0.298  0.419  0.396  0.055  0.321  0.243]
[ 0.010908 -0.000034  0.004107],	[ 0.282  0.403  0.357  0.054  0.296  0.243]
[ 0.014835  0.000011  0.000000],	[ 0.271  0.398  0.396  0.056  0.268  0.243]
[ 0.009163 -0.000020  0.004107],	[ 0.251  0.413  0.396  0.054  0.341  0.241]
[ 0.013090 -0.000065  0.008213],	[ 0.243  0.435  0.339  0.054  0.296  0.245]
[ 0.006981  0.000000  0.000000],	[ 0.224  0.429  0.396  0.057  0.290  0.243]
[ 0.010036  0.000020 -0.004107],	[ 0.218  0.424  0.370  0.058  0.268  0.239]
[ 0.006109  0.000005  0.000000],	[ 0.216  0.424  0.345  0.069  0.356  0.237]
[ 0.007854 -0.000030  0.008213],	[ 0.206  0.424  0.363  0.158  0.379  0.217]
[ 0.004363 -0.000022  0.008213],	[ 0.196  0.440  0.339  0.422  0.248  0.219]
[ 0.006545 -0.000005  0.004107],	[ 0.191  0.429  0.363  0.861  0.348  0.239]
[ 0.004363  0.000005  0.000000],	[ 0.186  0.413  0.351  0.386  0.328  0.241]
[ 0.007418  0.000029 -0.004107],	[ 0.183  0.383  0.396  0.619  0.290  0.239]
[ 0.009599 -0.000007  0.000000],	[ 0.176  0.435  0.351  0.359  0.285  0.241]
[ 0.006545 -0.000027  0.004107],	[ 0.165  0.424  0.390  0.679  0.239  0.235]
[ 0.010036 -0.000014  0.004107],	[ 0.159  0.440  0.339  0.291  0.321  0.227]
[ 0.006545 -0.000016  0.004107],	[ 0.145  0.429  0.404  0.565  0.248  0.237]
[ 0.011345  0.000009  0.000000],	[ 0.141  0.476  0.317  0.296  0.334  0.241]
[ 0.007854  0.000009  0.000000],	[ 0.120  0.424  0.404  0.462  0.244  0.231]
[ 0.010908 -0.000029  0.004107],	[ 0.115  0.452  0.345  0.277  0.328  0.209]
[ 0.006981 -0.000016  0.008213],	[ 0.107  0.440  0.363  0.400  0.348  0.215]
[ 0.010908 -0.000025  0.004107],	[ 0.104  0.435  0.296  0.277  0.302  0.235]
[ 0.003491 -0.000000  0.000000],	[ 0.093  0.446  0.339  0.393  0.315  0.235]
[-0.000000  0.000014 -0.024640],	[ 0.094  0.446  0.277  0.277  0.363  0.239]
[-0.000000  0.000009 -0.041067],	[ 0.100  0.440  0.301  0.422  0.356  0.251]
[ 0.000436  0.000011 -0.028747],	[ 0.097  0.429  0.221  0.263  0.258  0.251]
[-0.000000  0.000004 -0.065707],	[ 0.102  0.446  0.263  0.372  0.279  0.249]
[-0.000436 -0.000016 -0.069813],	[ 0.102  0.452  0.286  0.210  0.222  0.249]
[ 0.000001 -0.000018 -0.123200],	[ 1.662  0.440  0.771  0.213  0.421  0.265]
[-0.000000  0.000011 -0.098560],	[ 0.736  0.429  0.127  0.347  0.328  0.265]
[ 0.000869  0.000064 -0.147840],	[ 0.517  0.379  0.111  0.422  0.258  0.251]
[ 0.000001 -0.000023 -0.106773],	[ 0.474  0.369  0.080  0.227  0.430  0.162]
[ 0.000435  0.000030 -0.151946],	[ 0.346  0.452  0.066  0.191  0.214  0.213]
[-0.000436 -0.000018 -0.143733],	[ 0.339  0.440  0.062  0.158  0.129  0.316]
[-0.000436 -0.000011 -0.094453],	[ 0.321  0.435  0.057  0.151  0.818  0.285]
[ 0.000435  0.000032 -0.135520],	[ 0.324  0.458  0.058  0.118  0.674  0.290]
[-0.000000  0.000005 -0.090346],	[ 0.307  0.429  0.064  0.107  0.387  0.273]
[ 0.000436  0.000013 -0.110880],	[ 0.298  0.446  0.071  0.090  0.214  0.267]
[ 0.000436  0.000002 -0.053387],	[ 0.304  0.470  0.129  0.095  0.421  0.241]
[ 0.000436  0.000009 -0.061600],	[ 0.298  0.452  0.844  0.089  0.488  0.231]
[ 0.000436 -0.000004 -0.020533],	[ 0.307  0.464  0.744  0.087  0.439  0.223]
[ 0.000000 -0.000002  0.000000],	[ 0.310  0.452  0.744  0.083  0.387  0.215]
[ 0.002182  0.000002 -0.004107],	[ 0.307  0.452  0.744  0.088  0.458  0.217]
[ 0.000873  0.000000  0.000000],	[ 0.310  0.458  0.859  0.088  0.592  0.193]
[ 0.001309 -0.000002  0.004107],	[ 0.310  0.452  0.730  0.087  0.439  0.207]
[ 0.000436 -0.000000 -0.004107],	[ 0.314  0.435  0.844  0.081  0.328  0.227]
[ 0.002618  0.000002  0.000000],	[ 0.307  0.458  0.859  0.087  0.568  0.239]
[ 0.003927 -0.000004  0.004107],	[ 0.304  0.424  0.859  0.081  0.421  0.229]
[ 0.006981 -0.000018  0.008213],	[ 0.282  0.452  0.859  0.090  0.334  0.249]
[ 0.006109  0.000002  0.000000],	[ 0.258  0.452  0.859  0.087  0.421  0.245]
[ 0.010036  0.000032 -0.004107],	[ 0.271  0.458  0.785  0.084  0.334  0.247]
[ 0.011345 -0.000045  0.008213],	[ 0.263  0.452  0.426  0.084  0.544  0.247]
[ 0.007854 -0.000034  0.008213],	[ 0.253  0.495  0.433  0.083  0.488  0.263]
[ 0.013090  0.000016  0.000000],	[ 0.246  0.452  0.457  0.083  0.403  0.263]
[ 0.009163  0.000022 -0.004107],	[ 0.234  0.446  0.426  0.078  0.478  0.267]
[ 0.014835 -0.000050  0.008213],	[ 0.220  0.446  0.426  0.079  0.448  0.233]
[ 0.010908 -0.000034  0.004107],	[ 0.205  0.452  0.491  0.080  0.458  0.251]
[ 0.018326 -0.000023  0.000000],	[ 0.196  0.938  0.376  0.075  0.458  0.277]
[ 0.012217  0.000005  0.000000],	[ 0.167  0.452  0.547  0.079  0.421  0.265]
[ 0.020071 -0.000018  0.008213],	[ 0.157  0.458  0.547  0.138  0.348  0.265]
[ 0.013526 -0.000029  0.004107],	[ 0.147  0.446  0.482  1.090  0.488  0.271]
[ 0.020071 -0.000061  0.008213],	[ 0.128  0.452  0.598  1.014  0.499  0.267]
[ 0.017453  0.000000  0.000000],	[ 0.121  0.446  0.527  1.071  0.341  0.271]
[ 0.010472 -0.000023  0.008213],	[ 0.099  0.424  0.643  0.497  0.356  0.296]
[ 0.014835  0.000039  0.000000],	[ 0.091  0.429  0.692  0.877  0.356  0.289]
[ 0.008727  0.000000  0.000000],	[ 0.077  0.452  0.537  0.177  0.532  0.279]
[ 0.010908 -0.000070  0.012320],	[ 0.072  0.419  0.757  1.090  0.592  0.281]
[ 0.003054 -0.000047  0.028747],	[ 0.063  0.495  0.433  1.071  1.147  0.259]
[ 0.001304 -0.000116  0.119093],	[ 0.063  0.424  0.859  0.910  0.218  0.263]
[ 0.000871 -0.000043  0.106773],	[ 0.072  0.429  0.829  0.454  0.127  0.333]
[ 0.000869 -0.000077  0.164266],	[ 0.077  0.424  0.465  0.831  0.148  0.133]
[ 0.001302 -0.000098  0.193013],	[ 0.098  0.424  0.730  0.170  0.092  0.211]
[ 0.000437  0.000002  0.061600],	[ 0.113  0.429  0.537  0.191  0.069  0.203]
[ 0.000436 -0.000000  0.020533],	[ 0.112  0.452  0.491  0.191  0.058  0.209]
[ 0.000000  0.000002  0.008213],	[ 0.119  0.429  0.500  0.177  0.069  0.203]
[-0.000436  0.000002  0.012320],	[ 0.119  0.424  0.537  0.180  0.066  0.199]
[ 0.000436 -0.000004  0.020533],	[ 0.113  0.429  0.457  0.188  0.063  0.171]
[-0.000436  0.000009  0.045173],	[ 0.133  0.440  0.482  0.213  0.061  0.187]
[ 0.000436 -0.000009  0.036960],	[ 0.141  0.458  0.465  0.200  0.054  0.169]
[-0.000436  0.000004  0.061600],	[ 0.157  0.429  0.396  0.227  0.052  0.139]
[ 0.000435 -0.000030  0.094453],	[ 0.174  0.435  0.311  0.250  0.052  0.139]
[ 0.000436 -0.000005  0.061600],	[ 0.196  0.429  0.133  0.317  0.046  0.127]
[ 0.000872 -0.000032  0.090346],	[ 0.243  0.429  0.135  0.545  0.046  0.105]
[ 0.000872 -0.000038  0.073920],	[ 0.328  0.429  0.156  0.497  0.046  0.085]
[ 0.000434 -0.000039  0.151946],	[ 0.321  0.452  0.655  0.277  0.048  0.077]
[ 0.000435 -0.000034  0.102666],	[ 0.480  0.452  0.281  0.400  0.058  0.061]
[ 0.000436 -0.000009  0.036960],	[ 0.446  0.452  0.277  0.393  0.059  0.055]
[ 0.000436 -0.000000 -0.004107],	[ 0.426  0.446  0.239  0.462  0.053  0.056]
[ 0.000000  0.000000  0.000000],	[ 0.426  0.470  0.306  0.365  0.060  0.055]
[ 0.000000  0.000000  0.000000],	[ 0.441  0.446  0.232  0.454  0.060  0.056]
[ 0.000436  0.000000  0.004107],	[ 0.441  0.440  0.328  0.296  0.060  0.048]
[ 0.002618  0.000005  0.000000],	[ 0.446  0.452  0.228  0.462  0.062  0.055]
[ 0.003054 -0.000002  0.004107],	[ 0.431  0.446  0.317  0.296  0.060  0.057]
[ 0.006981  0.000020 -0.008213],	[ 0.383  0.470  0.193  0.445  0.060  0.057]
[ 0.006109  0.000014  0.000000],	[ 0.375  0.446  0.235  0.277  0.060  0.055]
[ 0.012654 -0.000039  0.004107],	[ 0.411  0.452  0.174  0.437  0.064  0.057]
[ 0.009163 -0.000020  0.004107],	[ 0.406  0.446  0.208  0.259  0.063  0.057]
[ 0.017017 -0.000047  0.004107],	[ 0.362  0.452  0.129  0.301  0.063  0.055]
[ 0.010908 -0.000027  0.004107],	[ 0.401  0.458  0.097  0.277  0.062  0.056]
[ 0.015708  0.000000  0.000000],	[ 0.401  0.458  0.091  0.372  0.063  0.058]
[ 0.017448  0.000331 -0.049280],	[ 0.543  0.429  0.065  0.329  0.062  0.064]
[ 0.011781  0.000052 -0.012320],	[ 0.775  0.508  0.218  0.267  0.065  0.068]
[ 0.016581  0.000034 -0.008213],	[ 0.755  0.446  0.263  0.263  0.060  0.068]
[ 0.010472 -0.000011  0.000000],	[ 0.785  0.446  0.291  0.272  0.060  0.058]
[ 0.015708 -0.000027  0.008213],	[ 0.755  0.446  0.317  0.259  0.059  0.066]
[ 0.010472  0.000016  0.000000],	[ 0.765  0.446  0.306  0.263  0.064  0.068]
[ 0.016144 -0.000039  0.004107],	[ 0.785  0.452  0.277  0.263  0.060  0.065]
[ 0.011781 -0.000007  0.004107],	[ 0.717  0.446  0.277  0.227  0.062  0.064]
[ 0.017453 -0.000005  0.000000],	[ 0.673  0.458  0.259  0.167  0.061  0.065]
[ 0.018326 -0.000093  0.008213],	[ 0.656  0.446  0.272  0.188  0.061  0.065]
[ 0.013526  0.000045 -0.004107],	[ 0.615  0.458  0.263  0.116  0.065  0.064]
[ 0.020943 -0.000131  0.008213],	[ 0.592  0.452  0.263  0.078  0.065  0.066]
[ 0.014835 -0.000005  0.000000],	[ 0.608  0.458  0.263  0.156  0.063  0.064]
[ 0.022689 -0.000014  0.000000],	[ 0.571  0.452  0.263  0.335  0.063  0.064]
[ 0.015272 -0.000030  0.004107],	[ 0.571  0.501  0.259  0.238  0.057  0.067]
[ 0.023562 -0.000018  0.000000],	[ 0.571  0.452  0.277  0.312  0.064  0.064]
[ 0.015708 -0.000032  0.008213],	[ 0.463  0.464  0.263  0.203  0.065  0.055]
[ 0.021380 -0.000032  0.004107],	[ 0.388  0.452  0.277  0.296  0.067  0.063]
[ 0.005236  0.000011  0.008213],	[ 0.354  0.446  0.251  0.197  0.066  0.063]
[ 0.000000 -0.000004  0.000000],	[ 0.317  0.458  0.263  0.301  0.058  0.062]
[ 0.000000 -0.000007  0.000000],	[ 0.375  0.446  0.272  0.220  0.067  0.060]
[-0.000000 -0.000004  0.008213],	[ 0.335  0.446  0.277  0.301  0.066  0.060]
[-0.001309  0.000007  0.012320],	[ 0.335  0.476  0.259  0.197  0.066  0.062]
[-0.000873  0.000002  0.008213],	[ 0.317  0.446  0.243  0.296  0.067  0.060]
[-0.000000  0.000000  0.016427],	[ 0.294  0.452  0.247  0.203  0.066  0.055]
[-0.000436 -0.000000  0.004107],	[ 0.294  0.446  0.263  0.277  0.066  0.055]
[-0.000000 -0.000002  0.008213],	[ 0.285  0.446  0.247  0.323  0.070  0.055]
[-0.000436  0.000004  0.012320],	[ 0.342  0.482  0.247  0.286  0.067  0.052]
[-0.000873  0.000007  0.016427],	[ 0.379  0.452  0.247  0.393  0.061  0.050]
[-0.000436  0.000014  0.045173],	[ 0.585  0.440  0.247  0.301  0.066  0.042]
[-0.000436  0.000014  0.053387],	[ 0.726  0.429  0.228  0.801  0.069  0.045]
[ 0.001744 -0.000048  0.098560],	[ 0.848  0.429  0.232  0.216  0.077  0.041]
[ 0.000872 -0.000027  0.090346],	[ 0.736  0.424  0.239  0.101  0.089  0.036]
[ 0.000869 -0.000075  0.139626],	[ 0.755  0.424  0.317  0.129  0.107  0.035]
[ 0.000872 -0.000020  0.098560],	[ 0.690  0.403  0.154  0.340  0.129  0.036]
[ 0.000871 -0.000050  0.139626],	[ 0.510  0.365  0.110  0.112  0.145  0.042]
[ 0.000436 -0.000020  0.078026],	[ 0.600  0.348  0.163  1.090  0.150  0.046]
[-0.000000 -0.000011  0.090346],	[ 0.536  0.316  0.163  0.666  0.088  0.056]
[ 0.000872 -0.000029  0.057493],	[ 0.563  0.309  0.156  0.877  0.090  0.064]
[ 0.000436 -0.000002  0.020533],	[ 0.585  0.305  0.148  0.497  0.080  0.067]
[ 0.000000  0.000002  0.008213],	[ 0.600  0.288  0.140  0.927  0.081  0.071]
[ 0.000436 -0.000000  0.028747],	[ 0.639  0.288  0.140  1.071  0.088  0.073]
[-0.000000 -0.000002  0.032853],	[ 0.765  0.278  0.129  0.831  0.096  0.071]
[ 0.000436 -0.000016  0.053387],	[ 1.641  0.173  0.119  0.654  0.119  0.096]
[-0.000436  0.000007  0.102666],	[ 0.383  0.244  0.088  0.340  0.127  0.110]
[ 0.000435 -0.000030  0.094453],	[ 0.317  0.232  0.154  0.340  0.118  0.225]
[ 0.001306 -0.000072  0.151946],	[ 0.321  0.203  0.263  1.014  0.334  0.134]
[ 0.000000  0.000013  0.065707],	[ 0.294  0.172  0.643  0.758  0.379  0.307]
[ 0.000000 -0.000004  0.000000],	[ 0.301  0.185  0.426  0.978  0.356  0.281]
[ 0.000436 -0.000005  0.004107],	[ 0.288  0.167  0.609  0.619  0.334  0.279]
[ 0.002182 -0.000002  0.004107],	[ 0.271  0.173  0.404  0.877  0.302  0.271]
[ 0.003054  0.000005 -0.004107],	[ 0.282  0.180  0.609  0.877  0.274  0.249]
[ 0.003054 -0.000007  0.004107],	[ 0.288  0.188  0.396  1.071  0.302  0.221]
[ 0.006109 -0.000016  0.000000],	[ 0.285  0.194  0.491  0.679  0.230  0.101]
[ 0.009599  0.000041 -0.008213],	[ 0.253  0.209  0.588  1.071  0.279  0.145]
[ 0.006981  0.000018  0.000000],	[ 0.263  0.227  0.598  0.704  0.226  0.105]
[ 0.006981  0.000000  0.000000],	[ 0.248  0.242  0.457  1.071  0.605  0.082]
[ 0.011345 -0.000002  0.000000],	[ 0.256  0.258  0.339  0.619  0.302  0.078]
[ 0.010908  0.000025 -0.004107],	[ 0.239  0.282  0.190  1.071  0.218  0.257]
[ 0.014835  0.000000  0.000000],	[ 0.210  0.291  0.122  0.619  0.279  0.207]
[ 0.010472 -0.000022  0.000000],	[ 0.210  0.316  0.071  0.565  0.207  0.251]
[ 0.016144  0.000016 -0.004107],	[ 0.199  0.369  0.064  0.679  0.660  0.259]
[ 0.013963  0.000005  0.000000],	[ 0.188  0.348  0.074  0.535  0.274  0.257]
[ 0.012653 -0.000056  0.004107],	[ 0.165  0.352  0.074  0.631  0.193  0.257]
[ 0.015272 -0.000034  0.004107],	[ 0.153  0.361  0.074  0.565  0.253  0.249]
[ 0.010472  0.000011  0.000000],	[ 0.146  0.374  0.072  0.586  0.290  0.201]
[ 0.013963  0.000014  0.000000],	[ 0.128  0.383  0.067  0.506  0.321  0.241]
[ 0.009599  0.000005  0.000000],	[ 0.122  0.388  0.076  0.586  0.421  0.233]
