pose,ir
[-0.158330  0.681058 -1.449650],	[ 0.218  0.595  0.844  1.090  0.193  0.353]
[-0.157182  0.673289 -1.408583],	[ 0.218  0.595  0.844  0.877  0.159  0.342]
[-0.155892  0.665985 -1.388050],	[ 0.208  0.611  0.844  0.393  0.186  0.354]
[-0.153475  0.653565 -1.367517],	[ 0.198  0.611  0.799  1.052  0.186  0.354]
[-0.150458  0.639485 -1.355197],	[ 0.189  0.602  0.844  0.943  0.186  0.354]
[-0.148091  0.628837 -1.351090],	[ 0.179  0.579  0.757  0.978  0.203  0.354]
[-0.144274  0.612254 -1.338770],	[ 0.159  0.587  0.844  0.619  0.186  0.354]
[-0.141457  0.600366 -1.338770],	[ 0.157  0.501  0.844  0.877  0.190  0.233]
[-0.137158  0.582551 -1.330557],	[ 0.140  0.408  0.859  0.943  0.180  0.171]
[-0.134116  0.570269 -1.326450],	[ 0.128  0.352  0.730  0.400  0.190  0.162]
[-0.129257  0.550794 -1.326450],	[ 0.108  0.335  0.744  0.143  0.175  0.164]
[-0.125804  0.537265 -1.318237],	[ 0.097  0.335  0.859  1.090  0.180  0.162]
[-0.120411  0.516577 -1.314130],	[ 0.082  0.339  0.875  1.071  0.190  0.164]
[-0.118205  0.508133 -1.314130],	[ 0.071  1.495  0.859  0.608  0.190  0.164]
[-0.117137  0.503903 -1.305917],	[ 0.065  0.809  0.859  0.978  0.196  0.164]
[-0.117295  0.504310 -1.227890],	[ 0.066  0.579  0.799  0.301  0.150  0.162]
[-0.117454  0.504717 -1.141651],	[ 0.064  0.470  0.799  0.666  0.183  0.155]
[-0.117640  0.505113 -0.965064],	[ 0.066  0.383  0.771  0.815  0.214  0.136]
[-0.117929  0.505440 -0.829545],	[ 0.079  0.327  0.829  0.893  0.022  0.167]
[-0.118580  0.506019 -0.615999],	[ 0.106  0.331  0.609  0.545  0.045  0.182]
[-0.119337  0.506450 -0.459946],	[ 1.662  0.232  0.457  0.286  0.059  0.030]
[-0.120592  0.506819 -0.242293],	[ 1.662  1.939  0.814  0.515  0.068  0.142]
[-0.121441  0.507024 -0.225866],	[ 1.641  1.328  0.396  0.400  0.052  0.134]
[-0.121015  0.506929 -0.221759],	[ 1.520  0.798  0.449  0.488  0.063  0.125]
[-0.121440  0.507029 -0.225866],	[ 1.641  0.564  0.418  0.515  0.054  0.136]
[-0.121439  0.507031 -0.217653],	[ 1.662  0.476  0.465  0.772  0.083  0.137]
[-0.122293  0.507212 -0.209440],	[ 1.641  1.030  0.457  0.525  0.072  0.145]
[-0.121865  0.507128 -0.180693],	[ 1.559  0.653  0.457  0.831  0.063  0.136]
[-0.122726  0.507269 -0.156053],	[ 1.662  0.501  0.426  0.535  0.056  0.144]
[-0.123590  0.507392 -0.139626],	[ 1.705  0.388  0.527  0.772  0.073  0.131]
[-0.124889  0.507548 -0.094453],	[ 1.662  0.339  0.426  0.758  0.069  0.125]
[-0.125325  0.507578 -0.049280],	[ 1.520  0.285  0.547  0.801  0.064  0.114]
[-0.127069  0.507589  0.049280],	[ 1.662  0.263  0.482  1.071  0.067  0.102]
[-0.128805  0.507419  0.131413],	[ 1.662  1.328  0.518  0.961  0.075  0.081]
[-0.129238  0.507360  0.143733],	[ 1.662  0.963  0.609  1.052  0.074  0.081]
[-0.131397  0.507050  0.139626],	[ 1.662  0.564  0.426  0.227  0.069  0.082]
[-0.134852  0.506550  0.147840],	[ 1.662  0.403  0.500  0.831  0.069  0.073]
[-0.141760  0.505541  0.139626],	[ 1.641  0.339  0.363  0.263  0.064  0.081]
[-0.148677  0.504596  0.131413],	[ 1.683  0.298  0.449  0.386  0.087  0.082]
[-0.160363  0.503104  0.119093],	[ 1.662  0.269  0.474  0.488  0.059  0.086]
[-0.169895  0.501974  0.119093],	[ 1.559  0.272  0.527  0.631  0.072  0.087]
[-0.185489  0.500081  0.119093],	[ 1.641  0.272  0.457  0.535  0.085  0.091]
[-0.201091  0.498263  0.110880],	[ 1.662  0.260  0.577  0.231  0.074  0.091]
[-0.211497  0.497088  0.110880],	[ 1.662  0.269  0.482  0.525  0.068  0.091]
[-0.227534  0.495236  0.114986],	[ 1.662  0.282  0.339  0.666  0.069  0.090]
[-0.238814  0.494021  0.106773],	[ 1.662  0.288  0.655  0.535  0.072  0.093]
[-0.248796  0.492982  0.102666],	[ 1.662  0.263  0.426  0.545  0.081  0.094]
[-0.249664  0.492893  0.102666],	[ 1.662  0.247  0.433  0.525  0.074  0.090]
[-0.249664  0.492893  0.094453],	[ 1.683  0.252  0.643  0.488  0.072  0.091]
[-0.250098  0.492853  0.082133],	[ 1.662  0.266  0.345  0.943  0.072  0.078]
[-0.250097  0.492837  0.065707],	[ 1.662  0.260  0.457  0.335  0.076  0.090]
[-0.250533  0.492817  0.036960],	[ 1.662  0.260  0.474  0.815  0.095  0.081]
[-0.250969  0.492817 -0.024640],	[ 1.683  0.232  0.449  0.978  0.071  0.045]
[-0.252275  0.492905 -0.102666],	[ 1.683  0.218  0.527  1.052  0.063  0.025]
[-0.252705  0.492978 -0.156053],	[ 1.559  0.272  0.527  0.575  0.069  0.100]
[-0.253125  0.493099 -0.266933],	[ 1.662  0.269  0.730  0.619  0.066  0.081]
[-0.253535  0.493246 -0.344959],	[ 1.662  0.260  0.598  1.052  0.071  0.058]
[-0.254735  0.493769 -0.472266],	[ 1.220  0.242  0.609  0.893  0.043  0.038]
[-0.255871  0.494417 -0.558505],	[ 0.468  0.236  0.829  0.927  0.006  0.035]
[-0.256572  0.494937 -0.698132],	[ 0.123  0.247  0.518  0.772  0.089  0.027]
[-0.257513  0.495846 -0.800798],	[ 0.104  0.220  0.620  0.978  0.125  0.023]
[-0.258081  0.496509 -0.940424],	[ 0.087  0.216  0.457  0.497  0.087  0.021]
[-0.258756  0.497628 -1.092371],	[ 0.082  0.211  0.632  0.861  0.077  0.024]
[-0.259286  0.498825 -1.178611],	[ 0.079  0.227  0.844  0.277  0.064  0.029]
[-0.259536  0.499660 -1.310024],	[ 0.084  0.239  0.844  0.191  0.049  0.033]
[-0.259537  0.499661 -1.383943],	[ 0.086  0.258  0.844  0.943  0.054  0.048]
[-0.259447  0.498792 -1.457863],	[ 0.086  0.266  0.859  1.071  0.049  0.053]
[-0.259405  0.498358 -1.486610],	[ 0.088  0.263  0.859  1.071  0.046  0.055]
[-0.259335  0.497488 -1.511250],	[ 0.090  0.963  0.859  1.090  0.047  0.059]
[-0.259358  0.497924 -1.531783],	[ 0.088  0.587  0.844  0.758  0.043  0.061]
[-0.259359  0.497924 -1.572850],	[ 0.091  0.383  0.875  1.071  0.043  0.064]
[-0.259353  0.498360 -1.634450],	[ 0.093  0.320  0.844  1.071  0.039  0.074]
[-0.259395  0.497926 -1.679623],	[ 0.108  0.269  0.844  1.090  0.040  0.078]
[-0.259423  0.497931 -1.778183],	[ 0.103  0.269  0.844  1.071  0.036  0.090]
[-0.259432  0.497933 -1.852102],	[ 0.100  0.379  0.844  1.014  0.036  0.342]
[-0.259596  0.497528 -1.954769],	[ 0.082  0.429  0.214  1.090  0.035  0.342]
[-0.259775  0.497131 -2.016369],	[ 0.155  0.470  0.132  1.071  0.038  0.354]
[-0.260598  0.495592 -2.106715],	[ 0.142  0.476  0.099  0.372  0.045  0.354]
[-0.261321  0.494501 -2.168315],	[ 0.100  0.521  0.070  1.033  0.043  0.354]
[-0.262360  0.493099 -2.192955],	[ 0.103  0.521  0.070  0.943  0.049  0.354]
[-0.261607  0.494170 -2.188848],	[ 0.100  0.549  0.066  0.379  0.048  0.354]
[-0.261375  0.494540 -2.184742],	[ 0.107  0.542  0.062  1.090  0.049  0.354]
[-0.261892  0.493837 -2.184742],	[ 0.099  0.535  0.062  0.846  0.045  0.352]
[-0.261376  0.494541 -2.192955],	[ 0.104  0.571  0.060  1.033  0.049  0.353]
[-0.261877  0.493827 -2.143675],	[ 0.106  0.564  0.069  1.071  0.050  0.354]
[-0.262094  0.493448 -2.090288],	[ 0.122  0.564  0.090  1.071  0.041  0.354]
[-0.262455  0.492653 -1.950662],	[ 0.146  0.587  0.117  1.071  0.034  0.352]
[-0.262849  0.491406 -1.839782],	[ 0.080  0.542  0.370  1.071  0.031  0.354]
[-0.263155  0.489251 -1.638556],	[ 0.093  0.352  0.844  1.071  0.031  0.081]
[-0.263090  0.487509 -1.416797],	[ 0.082  0.263  0.692  1.071  0.040  0.050]
[-0.262681  0.485814 -1.260744],	[ 0.070  0.232  0.859  0.175  0.054  0.027]
[-0.261958  0.484229 -1.014344],	[ 0.069  0.216  0.829  0.535  0.066  0.016]
[-0.260932  0.482820 -0.841865],	[ 0.083  0.207  0.730  1.071  0.091  0.016]
[-0.259577  0.481728 -0.587252],	[ 0.105  0.209  0.679  0.462 -0.016  0.020]
[-0.258791  0.481351 -0.414772],	[ 1.174  0.244  0.730  0.535  0.037  0.038]
[-0.257955  0.481106 -0.168373],	[ 1.683  0.278  0.577  0.679  0.102  0.076]
[-0.257523  0.481043 -0.147840],	[ 1.641  1.381  0.744  0.565  0.058  0.095]
[-0.257525  0.481032 -0.156053],	[ 1.662  1.102  0.396  1.090  0.059  0.087]
[-0.257094  0.480961 -0.151946],	[ 1.662  0.627  0.491  0.575  0.056  0.091]
[-0.257526  0.481027 -0.098560],	[ 1.559  0.413  0.598  0.927  0.061  0.074]
[-0.257525  0.481034 -0.032853],	[ 1.662  0.275  0.404  0.815  0.077  0.019]
[-0.257089  0.481038  0.012320],	[ 1.662  0.255  0.457  0.565  0.064  0.067]
[-0.257089  0.481052  0.110880],	[ 1.662  0.249  0.457  1.071  0.064  0.080]
[-0.257090  0.481057  0.193013],	[ 1.539  0.247  0.643  1.052  0.074  0.077]
[-0.256663  0.481148  0.205333],	[ 1.620  1.226  0.500  0.506  0.069  0.075]
[-0.256662  0.481143  0.197120],	[ 1.662  1.437  0.632  1.071  0.058  0.074]
[-0.252813  0.481921  0.201226],	[ 1.683  0.707  0.588  0.978  0.068  0.073]
[-0.252385  0.482006  0.197120],	[ 1.662  0.464  0.557  0.379  0.070  0.074]
[-0.251530  0.482179  0.197120],	[ 1.683  0.365  0.744  0.943  0.072  0.074]
[-0.250674  0.482352  0.197120],	[ 1.662  0.285  0.457  0.242  0.084  0.077]
[-0.248535  0.482777  0.193013],	[ 1.662  0.252  0.527  1.052  0.065  0.073]
[-0.244252  0.483614  0.193013],	[ 1.683  0.258  0.396  0.445  0.067  0.076]
[-0.239113  0.484613  0.193013],	[ 1.559  0.260  0.620  0.506  0.072  0.076]
[-0.227975  0.486770  0.193013],	[ 1.683  0.258  0.500  0.525  0.070  0.075]
[-0.217277  0.488904  0.197120],	[ 1.662  0.266  0.449  0.277  0.077  0.075]
[-0.199323  0.492576  0.205333],	[ 1.641  0.258  0.609  0.535  0.072  0.075]
[-0.186939  0.495175  0.209440],	[ 1.520  0.244  0.482  0.525  0.074  0.078]
[-0.165564  0.499536  0.184800],	[ 1.620  0.247  0.433  0.379  0.076  0.077]
[-0.150098  0.502281  0.168373],	[ 1.662  1.345  0.537  0.317  0.078  0.076]
[-0.126424  0.506214  0.164266],	[ 1.662  1.162  0.537  1.052  0.077  0.077]
[-0.101042  0.510511  0.160160],	[ 1.662  1.017  0.609  1.052  0.078  0.077]
[-0.082488  0.513295  0.139626],	[ 1.520  0.602  0.449  1.071  0.087  0.082]
[-0.054323  0.516628  0.110880],	[ 1.662  0.429  0.500  0.393  0.080  0.084]
[-0.041698  0.517374  0.008213],	[ 1.662  1.044  0.426  1.090  0.075  0.093]
[-0.026042  0.516251 -0.123200],	[ 1.662  0.653  0.370  0.654  0.068  0.114]
[-0.021283  0.515623 -0.135520],	[ 1.500  0.482  0.537  0.340  0.069  0.113]
[-0.019124  0.515313 -0.147840],	[ 1.662  1.162  0.376  0.877  0.096  0.118]
[-0.016965  0.514997 -0.143733],	[ 1.662  0.619  0.426  0.488  0.058  0.121]
[-0.011351  0.514186 -0.139626],	[ 1.662  0.424  0.433  0.619  0.063  0.120]
[-0.005737  0.513379 -0.143733],	[ 1.662  0.388  0.518  0.462  0.081  0.106]
[ 0.006800  0.511662 -0.131413],	[ 1.641  0.324  0.390  0.329  0.060  0.100]
[ 0.021947  0.509714 -0.127306],	[ 1.641  0.285  0.457  0.191  0.052  0.109]
[ 0.033638  0.508267 -0.123200],	[ 1.683  0.285  0.491  0.545  0.051  0.101]
[ 0.054436  0.505798 -0.114986],	[ 1.662  0.282  0.370  0.213  0.041  0.095]
[ 0.064340  0.504200 -0.201226],	[ 1.641  1.058  0.491  0.515  0.074  0.101]
[ 0.082714  0.498698 -0.357279],	[ 1.620  0.644  0.322  0.414  0.038  0.145]
[ 0.094779  0.493627 -0.431199],	[ 1.662  0.508  0.537  0.454  0.024  0.155]
[ 0.113161  0.484539 -0.476372],	[ 1.662  0.440  0.370  0.525  0.036  0.171]
[ 0.131315  0.475001 -0.488692],	[ 1.539  0.383  0.500  0.515  0.043  0.142]
[ 0.143612  0.468386 -0.496906],	[ 1.662  0.365  0.491  0.488  0.059  0.142]
[ 0.162432  0.458241 -0.492799],	[ 1.662  0.327  0.557  1.052  0.067  0.120]
[ 0.175499  0.451218 -0.492799],	[ 1.662  0.275  0.509  0.488  0.072  0.093]
[ 0.189032  0.443260 -0.591359],	[ 1.559  0.266  0.692  0.927  0.109  0.091]
[ 0.196643  0.437418 -0.698132],	[ 1.662  1.044  0.457  0.488  0.064  0.164]
[ 0.207435  0.426628 -0.833651],	[ 0.882  0.746  0.632  0.575  0.052  0.223]
[ 0.213223  0.419526 -0.911678],	[ 0.690  0.535  0.692  1.014  0.057  0.197]
[ 0.222012  0.407040 -0.981491],	[ 0.600  0.398  0.537  1.052  0.055  0.121]
[ 0.227696  0.398245 -1.006131],	[ 0.608  0.348  0.814  0.772  0.062  0.109]
[ 0.236096  0.384459 -1.034878],	[ 0.623  0.302  0.744  0.910  0.066  0.081]
[ 0.244665  0.369757 -1.047198],	[ 0.681  0.282  0.844  0.877  0.060  0.095]
[ 0.250481  0.359511 -1.059518],	[ 0.775  0.282  0.577  0.877  0.069  0.091]
[ 0.259254  0.343423 -1.084157],	[ 0.708  0.255  0.771  0.497  0.070  0.075]
[ 0.265236  0.331780 -1.108797],	[ 0.882  0.263  0.785  0.525  0.079  0.060]
[ 0.274352  0.312925 -1.133437],	[ 0.664  0.266  0.757  1.052  0.078  0.070]
[ 0.280319  0.299821 -1.153971],	[ 0.929  0.258  0.757  0.666  0.069  0.061]
[ 0.289701  0.277261 -1.195037],	[ 0.523  0.260  0.875  0.943  0.074  0.065]
[ 0.295703  0.261338 -1.223784],	[ 0.826  0.263  0.704  0.877  0.214  0.070]
[ 0.304068  0.235616 -1.289490],	[ 1.662  0.272  0.744  0.296  0.488  0.077]
[ 0.310455  0.209341 -1.388050],	[ 0.837  1.400  0.859  0.291  0.439  0.081]
[ 0.313093  0.191210 -1.461970],	[ 0.929  0.756  0.859  1.033  1.033  0.099]
[ 0.314675  0.162904 -1.556423],	[ 0.837  0.521  0.844  1.071  1.171  0.107]
[ 0.314355  0.144147 -1.609810],	[ 0.755  0.419  0.859  1.090  1.147  0.118]
[ 0.311957  0.116774 -1.704263],	[ 0.755  0.331  0.859  1.090  0.403  0.140]
[ 0.309012  0.100904 -1.782289],	[ 0.755  1.939  0.844  1.071  0.127  0.130]
[ 0.302862  0.077714 -1.868529],	[ 0.785  1.087  0.859  1.071  0.154  0.137]
[ 0.297429  0.061590 -1.913702],	[ 0.929  0.756  0.844  1.071  0.430  0.160]
[ 0.287804  0.037246 -1.971195],	[ 0.717  0.528  0.844  1.052  0.253  0.175]
[ 0.276789  0.013986 -2.057435],	[ 0.859  0.435  0.844  1.052  0.180  0.203]
[ 0.268771 -0.000023 -2.119035],	[ 0.631  1.162  0.301  1.071  0.302  0.180]
[ 0.255337 -0.019366 -2.225808],	[ 0.882  0.865  0.363  0.877  0.164  0.217]
[ 0.245070 -0.031823 -2.287408],	[ 0.816  0.717  0.404  0.379  0.125  0.279]
[ 0.228075 -0.049975 -2.349008],	[ 0.816  0.595  0.390  0.961  0.218  0.271]
[ 0.215727 -0.061681 -2.402394],	[ 0.917  0.556  0.457  0.515  0.222  0.300]
[ 0.197264 -0.077002 -2.488634],	[ 0.765  0.556  0.757  0.943  0.218  0.311]
[ 0.184495 -0.086146 -2.554341],	[ 0.745  1.704  0.844  0.744  0.235  0.345]
[ 0.164621 -0.097948 -2.657007],	[ 0.492  1.310  0.859  0.679  0.169  0.353]
[ 0.150056 -0.104904 -2.726820],	[ 0.243  1.044  0.598  0.927  0.138  0.351]
[ 0.128736 -0.112633 -2.841807],	[ 0.346  0.877  0.598  0.631  0.132  0.327]
[ 0.106277 -0.118097 -2.960900],	[ 0.366  0.717  0.744  0.608  0.196  0.345]
[ 0.090294 -0.120336 -3.038926],	[ 0.366  0.707  0.679  0.978  0.148  0.348]
[ 0.067636 -0.121322 -3.137486],	[ 0.375  0.611  0.643  0.525  0.190  0.341]
[ 0.051931 -0.121045  3.112846],	[ 0.335  0.627  0.829  0.772  0.395  0.347]
[ 0.028388 -0.120115  3.096419],	[ 0.324  0.611  0.704  0.666  0.592  0.322]
[ 0.012696 -0.119406  3.096419],	[ 0.298  0.549  0.500  0.454  0.141  0.326]
[-0.010407 -0.118386  3.100526],	[ 0.291  0.579  0.655  0.254  0.121  0.354]
[-0.026102 -0.117750  3.100526],	[ 0.248  0.458  0.351  0.177  0.112  0.154]
[-0.049215 -0.116980  3.112846],	[ 0.232  0.388  0.433  1.071  0.105  0.130]
[-0.071460 -0.116396  3.116953],	[ 0.214  0.335  0.537  0.608  0.104  0.127]
[-0.085857 -0.116190  3.137486],	[ 0.199  0.343  0.609  0.535  0.098  0.178]
[-0.106362 -0.116425 -3.100526],	[ 0.170  0.356  0.730  0.704  0.099  0.215]
[-0.115485 -0.117246 -3.014286],	[ 0.153  0.305  0.643  0.400  0.104  0.104]
[-0.123582 -0.118989 -2.854127],	[ 0.134  0.282  0.771  0.815  0.085  0.076]
[-0.127279 -0.120308 -2.751460],	[ 0.139  0.252  0.799  0.996  0.028  0.071]
[-0.130775 -0.122089 -2.599514],	[ 0.145  0.272  0.730  0.666  0.091  0.068]
[-0.132239 -0.123038 -2.500954],	[ 0.144  0.285  0.844  0.996  0.704  0.071]
[-0.133564 -0.124173 -2.377754],	[ 0.147  0.278  0.859  1.071  0.190  0.076]
[-0.134172 -0.124798 -2.303835],	[ 0.193  0.285  0.859  0.877  0.175  0.077]
[-0.134726 -0.125472 -2.197062],	[ 0.656  0.234  0.844  0.679  0.159  0.041]
[-0.135417 -0.126582 -2.077968],	[ 0.664  0.282  0.588  0.479  0.139  0.071]
[-0.135592 -0.126983 -1.991729],	[ 0.755  0.393  0.692  0.978  0.121  0.341]
[-0.136192 -0.128620 -1.843889],	[ 0.795  0.339  0.598  1.090  0.109  0.166]
[-0.136491 -0.129894 -1.733009],	[ 0.647  0.327  0.844  1.071  0.110  0.154]
[-0.136722 -0.134248 -1.593383],	[ 0.699  0.309  0.859  0.996  0.107  0.139]
[-0.136735 -0.139921 -1.564636],	[ 0.699  0.309  0.844  1.090  0.111  0.131]
[-0.136628 -0.150392 -1.556423],	[ 0.639  0.305  0.859  1.090  0.096  0.131]
[-0.136505 -0.158681 -1.552316],	[ 0.664  0.309  0.859  1.071  0.110  0.131]
[-0.136123 -0.172202 -1.531783],	[ 0.615  0.302  0.829  1.052  0.109  0.125]
[-0.135607 -0.187028 -1.539996],	[ 0.647  0.320  0.844  0.961  0.106  0.124]
[-0.135284 -0.197495 -1.539996],	[ 0.755  0.298  0.844  1.071  0.107  0.127]
[-0.134668 -0.214064 -1.531783],	[ 0.608  0.295  0.859  0.978  0.099  0.125]
[-0.134225 -0.225400 -1.531783],	[ 0.615  0.312  0.859  1.071  0.098  0.124]
[-0.133504 -0.241528 -1.519463],	[ 0.631  0.295  0.859  0.200  0.078  0.130]
[-0.132906 -0.251983 -1.511250],	[ 0.647  0.285  0.730  1.090 -0.012  0.117]
[-0.132842 -0.261578 -1.609810],	[ 0.656  0.305  0.744  1.071  0.022  0.124]
[-0.133234 -0.265923 -1.700156],	[ 0.608  0.312  0.482  1.071  0.088  0.136]
[-0.134631 -0.272758 -1.823356],	[ 0.699  0.312  0.588  1.052  0.092  0.159]
[-0.137377 -0.281955 -1.880849],	[ 0.755  0.339  0.577  0.608  0.095  0.145]
[-0.139410 -0.288176 -1.893169],	[ 0.717  0.335  0.643  0.525  0.088  0.145]
[-0.143154 -0.299347 -1.897276],	[ 0.726  0.331  0.679  1.052  0.086  0.166]
[-0.145966 -0.307608 -1.897276],	[ 0.681  0.327  0.643  0.555  0.081  0.159]
[-0.150241 -0.320440 -1.884956],	[ 0.681  0.309  0.829  0.996  0.062  0.149]
[-0.153203 -0.329572 -1.884956],	[ 0.656  0.309  0.667  1.071  0.021  0.149]
[-0.157714 -0.343704 -1.876742],	[ 0.708  0.320  0.717  0.861 -0.050  0.137]
[-0.160456 -0.352447 -1.872636],	[ 0.639  0.324  0.814  1.033 -0.004  0.137]
[-0.164452 -0.365370 -1.868529],	[ 0.615  0.348  0.730  0.575  0.166  0.130]
[-0.168196 -0.377457 -1.872636],	[ 0.664  0.305  0.844  0.877  0.235  0.124]
[-0.170801 -0.385786 -1.872636],	[ 0.664  0.302  0.509  0.619  0.116  0.115]
[-0.174120 -0.396176 -1.901382],	[ 0.585  0.324  0.744  1.052  0.835  0.120]
[-0.175519 -0.399845 -1.971195],	[ 0.647  1.194  0.859  0.772  0.891  0.136]
[-0.178843 -0.406958 -2.053329],	[ 0.585  1.576  0.829  0.772  0.106  0.149]
[-0.181367 -0.411545 -2.094395],	[ 0.623  0.913  0.859  0.943  0.222  0.171]
[-0.184889 -0.417060 -2.172422],	[ 0.600  0.644  0.844  1.090  0.077  0.173]
[-0.187462 -0.420584 -2.229915],	[ 0.585  1.345  0.859  1.090  0.003  0.193]
[-0.191127 -0.424911 -2.316155],	[ 0.717  0.809  0.859  0.893  0.004  0.215]
[-0.194501 -0.428324 -2.369541],	[ 0.681  0.653  0.844  1.071  0.022  0.199]
[-0.200368 -0.433544 -2.435248],	[ 0.673  0.535  0.457  0.978  0.037  0.235]
[-0.209515 -0.440967 -2.472208],	[ 0.708  0.446  0.692  0.943  0.026  0.231]
[-0.217133 -0.446807 -2.496847],	[ 0.656  0.408  0.465  0.259  0.023  0.227]
[-0.231703 -0.457185 -2.542021],	[ 0.639  0.408  0.609  0.122  0.019  0.233]
[-0.243381 -0.464839 -2.574874],	[ 0.765  0.379  0.547  0.445  0.016  0.223]
[-0.263870 -0.477331 -2.611834],	[ 0.681  0.398  0.679  1.071  0.040  0.225]
[-0.279806 -0.486377 -2.636474],	[ 0.785  0.435  0.491  0.575  0.268  0.215]
[-0.301986 -0.497608 -2.730927],	[ 0.745  1.495  0.527  0.978  0.164  0.209]
[-0.317509 -0.503418 -2.829487],	[ 1.683  1.102  0.426  0.565  0.125  0.314]
[-0.340045 -0.508488 -2.997860],	[ 1.662  0.831  0.527  1.071  0.082  0.326]
[-0.363532 -0.509978  3.121059],	[ 1.662  0.766  0.457  0.619  0.046  0.273]
[-0.379613 -0.508663  3.001966],	[ 1.662  0.698  0.692  1.090  0.094  0.294]
[-0.401699 -0.503575  2.837700],	[ 1.662  1.437  0.500  0.978  0.098  0.305]
[-0.416442 -0.498177  2.739140],	[ 1.662  1.058  0.449  0.893  0.092  0.314]
[-0.437666 -0.487036  2.578981],	[ 1.662  0.854  0.771  1.014  0.076  0.354]
[-0.451264 -0.477564  2.488634],	[ 1.683  0.746  0.457  0.996  0.076  0.341]
[-0.468972 -0.461401  2.336688],	[ 1.662  0.717  0.799  0.679  0.066  0.342]
[-0.480423 -0.448236  2.254555],	[ 1.662  0.627  0.457  0.267  0.060  0.354]
[-0.496562 -0.426532  2.180635],	[ 1.539  0.595  0.799  1.052  0.060  0.354]
[-0.512043 -0.403293  2.139568],	[ 1.641  0.542  0.557  0.943  0.055  0.351]
[-0.522509 -0.386680  2.127248],	[ 1.641  0.556  0.844  0.488  0.072  0.354]
[-0.535982 -0.364237  2.069755],	[ 1.662  1.989  0.757  0.654  0.081  0.354]
[-0.541648 -0.351966  1.942449],	[ 0.905  1.596  0.844  0.430  0.066  0.353]
[-0.546178 -0.333790  1.733009],	[ 0.805  1.162  0.859  1.110  0.058  0.354]
[-0.547761 -0.319483  1.646769],	[ 0.615  1.073  0.844  1.071  0.054  0.354]
[-0.548500 -0.296374  1.576956],	[ 0.755  0.913  0.859  1.071  0.050  0.354]
[-0.548302 -0.280667  1.544103],	[ 0.755  0.766  0.859  1.071  0.049  0.354]
[-0.547467 -0.255811  1.531783],	[ 0.805  0.688  0.844  1.090  0.046  0.352]
[-0.546776 -0.238808  1.527676],	[ 0.826  0.619  0.859  1.071  0.038  0.354]
[-0.547146 -0.220069  1.654983],	[ 0.765  0.343  0.859  1.071  0.046  0.058]
[-0.549615 -0.202799  1.753543],	[ 0.859  0.278  0.844  0.277  0.054  0.044]
[-0.552370 -0.189556  1.790502],	[ 0.805  0.227  0.859  1.071  0.055  0.037]
[-0.557519 -0.168357  1.823356],	[ 0.991  0.239  0.730  0.978  0.056  0.039]
[-0.561586 -0.153185  1.839782],	[ 0.805  0.247  0.859  1.071  0.060  0.039]
[-0.568628 -0.128878  1.864422],	[ 0.745  0.249  0.859  1.071  0.066  0.043]
[-0.573916 -0.111788  1.876742],	[ 0.816  0.244  0.844  1.052  0.072  0.044]
[-0.582669 -0.082982  1.856209],	[ 0.717  0.234  0.844  1.090  0.076  0.052]
[-0.588625 -0.062448  1.852102],	[ 0.882  0.252  0.859  1.090  0.079  0.058]
[-0.597779 -0.031485  1.868529],	[ 0.785  0.263  0.829  1.071  0.084  0.062]
[-0.607349 -0.000647  1.876742],	[ 0.708  0.260  0.829  1.071  0.088  0.068]
[-0.613959  0.019686  1.889062],	[ 0.755  0.272  0.844  1.052  0.096  0.073]
[-0.624373  0.050709  1.901382],	[ 0.681  0.255  0.859  1.071  0.099  0.078]
[-0.631541  0.071314  1.909596],	[ 0.755  0.285  0.844  1.071  0.094  0.081]
[-0.643230  0.103742  1.921916],	[ 0.690  0.285  0.859  0.679  0.114  0.085]
[-0.651145  0.125006  1.930129],	[ 0.656  0.275  0.844  1.090  0.134  0.094]
[-0.663805  0.158470  1.930129],	[ 0.736  0.298  0.730  0.961  0.125  0.102]
[-0.672116  0.180983  1.917809],	[ 0.717  0.288  0.844  1.071  0.116  0.109]
[-0.684683  0.215878  1.913702],	[ 0.775  0.295  0.730  0.978  0.143  0.118]
[-0.696453  0.248740  1.905489],	[ 0.717  0.282  0.844  1.071  0.157  0.124]
[-0.703395  0.270795  1.852102],	[ 0.726  0.291  0.859  1.071  0.154  0.120]
