pose,ir
[ 6.583488 -6.424190  0.829545],	[ 1.662  0.424  0.844  1.071  0.328  0.354]
[ 6.585815 -6.420041  1.252530],	[ 0.146  0.488  0.844  1.071  1.171  0.354]
[ 6.586199 -6.414856  1.671409],	[ 0.090  0.514  0.632  0.488  1.147  0.354]
[ 6.585250 -6.411057  1.946555],	[ 1.641  0.564  0.317  0.263  1.077  0.354]
[ 6.581678 -6.405628  2.353114],	[ 0.941  0.579  0.232  0.197  0.592  0.354]
[ 6.577992 -6.402558  2.480421],	[ 1.662  1.639  0.190  0.180  0.109  0.352]
[ 6.576257 -6.401235  2.492741],	[ 1.662  1.865  0.170  0.188  0.073  0.337]
[ 6.576611 -6.401490  2.505061],	[ 1.683  1.771  0.187  0.185  0.053  0.314]
[ 6.576617 -6.401482  2.521487],	[ 1.559  1.794  0.193  0.170  0.063  0.314]
[ 6.576259 -6.401232  2.566661],	[ 1.662  1.194  0.182  0.203  0.058  0.304]
[ 6.575502 -6.400799  2.657007],	[ 1.662  1.914  0.148  0.180  0.094  0.354]
[ 6.575500 -6.400802  2.665220],	[ 1.662  1.639  0.148  0.167  0.072  0.354]
[ 6.574721 -6.400409  2.665220],	[ 1.705  1.226  0.146  0.177  0.075  0.354]
[ 6.573952 -6.399996  2.665220],	[ 1.662  1.989  0.148  0.177  0.080  0.354]
[ 6.573954 -6.399993  2.673434],	[ 1.662  1.345  0.148  0.167  0.091  0.355]
[ 6.574345 -6.400186  2.669327],	[ 1.620  1.073  0.156  0.180  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.877  0.146  0.156  0.077  0.355]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.798  0.150  0.170  0.069  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.698  0.146  0.170  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.679  0.148  0.170  0.069  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.635  0.144  0.180  0.077  0.345]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.627  0.146  0.172  0.069  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.611  0.148  0.180  0.076  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.520  0.602  0.148  0.180  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.595  0.146  0.175  0.078  0.351]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.587  0.156  0.183  0.080  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.148  0.180  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.600  0.579  0.132  0.165  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.564  0.146  0.177  0.080  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.556  0.146  0.177  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.528  0.146  0.170  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.556  0.146  0.177  0.078  0.355]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.595  0.148  0.170  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.595  0.146  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.595  0.148  0.158  0.072  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.148  0.180  0.078  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.148  0.158  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.556  0.132  0.170  0.076  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.556  0.146  0.170  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.620  0.542  0.148  0.180  0.081  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.549  0.144  0.167  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.571  0.146  0.167  0.079  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.146  0.177  0.069  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.571  0.133  0.167  0.078  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.146  0.188  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.154  0.167  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.579  0.146  0.177  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.587  0.150  0.180  0.069  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.154  0.177  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.579  0.122  0.177  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.144  0.180  0.079  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.165  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.579  0.148  0.180  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.579  0.148  0.167  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.154  0.162  0.078  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.146  0.167  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.170  0.078  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.146  0.165  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.167  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.564  0.148  0.177  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.705  0.579  0.130  0.170  0.076  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.146  0.177  0.077  0.355]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.571  0.148  0.158  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.175  0.077  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.579  0.154  0.167  0.078  0.351]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.177  0.076  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.150  0.177  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.177  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.579  0.150  0.177  0.072  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.177  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.600  0.579  0.142  0.183  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.132  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.579  0.146  0.180  0.072  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.146  0.165  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.144  0.167  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.587  0.148  0.175  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.148  0.177  0.078  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.146  0.170  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.150  0.180  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.146  0.165  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.148  0.177  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.539  0.579  0.148  0.165  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.130  0.167  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.571  0.144  0.167  0.080  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.564  0.154  0.170  0.079  0.341]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.146  0.177  0.069  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.150  0.172  0.078  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.539  0.571  0.148  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.146  0.177  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.148  0.177  0.071  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.172  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.177  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.185  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.129  0.177  0.080  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.150  0.167  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.148  0.172  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.620  0.587  0.146  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.148  0.177  0.079  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.144  0.177  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.148  0.165  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.150  0.180  0.074  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.595  0.150  0.177  0.078  0.352]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.150  0.167  0.076  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.150  0.158  0.078  0.352]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.571  0.132  0.180  0.074  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.556  0.146  0.170  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.564  0.148  0.167  0.077  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.148  0.167  0.078  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.564  0.146  0.165  0.077  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.148  0.162  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.620  0.579  0.148  0.170  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.148  0.175  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.158  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.587  0.156  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.705  0.579  0.132  0.177  0.077  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.587  0.148  0.177  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.146  0.188  0.076  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.146  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.146  0.177  0.078  0.355]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.148  0.180  0.071  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.146  0.167  0.080  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.595  0.148  0.165  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.146  0.183  0.080  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.156  0.156  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.587  0.150  0.180  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.564  0.150  0.167  0.076  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.556  0.133  0.188  0.079  0.355]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.542  0.148  0.177  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.564  0.144  0.170  0.078  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.148  0.165  0.080  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.564  0.146  0.183  0.078  0.345]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.146  0.170  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.152  0.158  0.069  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.154  0.172  0.075  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.150  0.167  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.579  0.146  0.180  0.079  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.133  0.170  0.069  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.579  0.130  0.180  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.705  0.595  0.146  0.170  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.144  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.579  0.150  0.172  0.072  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.146  0.165  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.148  0.177  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.154  0.175  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.564  0.144  0.185  0.078  0.344]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.148  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.144  0.183  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.595  0.132  0.177  0.076  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.556  0.127  0.180  0.080  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.556  0.148  0.167  0.081  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.564  0.146  0.165  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.148  0.172  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.146  0.167  0.079  0.352]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.154  0.180  0.080  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.167  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.579  0.146  0.170  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.705  0.579  0.148  0.177  0.078  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.620  0.579  0.148  0.170  0.076  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.170  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.705  0.579  0.144  0.158  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.600  0.579  0.148  0.170  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.146  0.177  0.077  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.154  0.167  0.072  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.539  0.595  0.148  0.180  0.077  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.595  0.148  0.180  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.602  0.148  0.180  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.705  0.587  0.146  0.180  0.069  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.587  0.148  0.177  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.148  0.180  0.078  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.564  0.150  0.172  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.564  0.146  0.162  0.070  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.148  0.177  0.081  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.152  0.180  0.078  0.341]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.571  0.148  0.172  0.078  0.341]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.146  0.180  0.076  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.564  0.148  0.167  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.556  0.148  0.177  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.535  0.144  0.170  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.556  0.150  0.180  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.595  0.150  0.167  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.611  0.146  0.167  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.602  0.152  0.170  0.078  0.352]
[ 6.574345 -6.400186  2.669327],	[ 1.539  0.595  0.156  0.180  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.564  0.146  0.170  0.069  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.556  0.146  0.170  0.076  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.146  0.167  0.076  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.539  0.579  0.146  0.170  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.705  0.579  0.146  0.177  0.078  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.600  0.587  0.148  0.160  0.073  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.602  0.146  0.177  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.611  0.152  0.156  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.556  0.150  0.170  0.080  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.154  0.183  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.571  0.144  0.180  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.571  0.148  0.175  0.078  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.183  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.639  0.587  0.146  0.177  0.081  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.529  0.579  0.146  0.172  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.480  0.579  0.146  0.175  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.474  0.587  0.146  0.170  0.078  0.353]
[ 6.574345 -6.400186  2.669327],	[ 0.492  0.587  0.148  0.180  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.492  0.587  0.148  0.170  0.081  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.446  0.587  0.150  0.180  0.077  0.353]
[ 6.574345 -6.400186  2.669327],	[ 0.189  0.595  0.133  0.165  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.169  0.579  0.148  0.183  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.166  0.579  0.146  0.185  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.169  0.587  0.146  0.170  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.167  0.587  0.076  0.165  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.176  0.579  0.150  0.082  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.171  0.595  0.146  0.167  0.075  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.169  0.595  0.148  0.172  0.075  0.354]
[ 6.574345 -6.400186  2.669327],	[ 0.179  0.611  0.146  0.177  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.602  0.150  0.170  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.602  0.129  0.170  0.072  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.595  0.132  0.167  0.076  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.571  0.146  0.158  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.564  0.146  0.167  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.556  0.148  0.172  0.072  0.346]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.148  0.180  0.076  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.571  0.152  0.175  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.571  0.140  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.146  0.170  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.579  0.146  0.185  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.150  0.180  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.500  0.579  0.146  0.167  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.133  0.170  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.587  0.146  0.167  0.072  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.587  0.148  0.170  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.539  0.587  0.144  0.167  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.146  0.172  0.078  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.148  0.165  0.070  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.152  0.180  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.500  0.587  0.146  0.175  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.620  0.587  0.148  0.170  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.150  0.165  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.587  0.144  0.167  0.077  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.564  0.130  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.556  0.146  0.177  0.077  0.341]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.564  0.148  0.183  0.079  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.571  0.144  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.146  0.175  0.078  0.352]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.154  0.177  0.079  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.587  0.146  0.175  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.620  0.579  0.146  0.180  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.587  0.150  0.175  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.579  0.146  0.167  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.144  0.165  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.587  0.130  0.180  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.148  0.167  0.078  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.587  0.144  0.180  0.076  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.587  0.146  0.165  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.587  0.154  0.172  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.146  0.170  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.170  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.148  0.170  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.500  0.579  0.150  0.158  0.077  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.556  0.148  0.165  0.069  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.535  0.150  0.167  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.514  0.133  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.500  0.521  0.146  0.162  0.078  0.345]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.528  0.154  0.175  0.069  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.542  0.148  0.167  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.556  0.144  0.180  0.078  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.595  0.148  0.172  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.611  0.146  0.165  0.081  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.148  0.177  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.556  0.142  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.556  0.150  0.185  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.564  0.150  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.148  0.175  0.078  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.587  0.154  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.595  0.148  0.183  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.602  0.146  0.177  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.564  0.148  0.175  0.069  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.556  0.146  0.167  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.144  0.177  0.076  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.619  0.148  0.160  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.627  0.148  0.170  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.611  0.148  0.167  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.564  0.148  0.170  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.508  0.139  0.165  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.514  0.133  0.167  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.535  0.146  0.165  0.078  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.148  0.162  0.078  0.342]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.602  0.148  0.175  0.078  0.353]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.611  0.148  0.165  0.079  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.559  0.619  0.146  0.177  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.602  0.144  0.170  0.077  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.641  0.587  0.150  0.177  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.662  0.579  0.146  0.172  0.078  0.354]
[ 6.574345 -6.400186  2.669327],	[ 1.683  0.595  0.156  0.175  0.077  0.354]
